name;company;technology;job;location.city;location.country;salary.low;salary.high;salary.currency;salary
Junior Java Developer;TouK;N/A;java developer;Warszawa;POL;5500;8400;PLN;
Java Developer (100% remote);PGS Softare S.A.;N/A;java developer;Zdalna;N/A;11000;19000;PLN;
Senior/Principal Java Developer;PGS Softare S.A.;N/A;java developer;Zdalna;N/A;15000;25000;PLN;
Full Stack Senior Java Developer;Sky and Space Co;N/A;java developer;Zdalna;N/A;18000;24000;PLN;
Test Automation Engineer;Devire;N/A;selenium;Zdalna;N/A;16000;26800;PLN;
Remote QA Engineer;Devire Sp. z o.o.;N/A;selenium;Zdalna;N/A;16800;21000;PLN;
QA Software Engineer Automation;riskmethods;N/A;selenium;Zdalna;N/A;10000;17000;PLN;
Senior Test Automation Engineer;EcoVadis Polska Sp. z o. o.;N/A;selenium;Zdalna;N/A;18480;23520;PLN;
Test Automation Engineer;SALY;N/A;selenium;Kraków;POL;10000;14000;PLN;
Senior Quality Assurance Engineer;People Trust Sp. z o.o.;N/A;selenium;Zdalna;N/A;13000;17000;PLN;
Quality Assurance Engineer;CBRE Corporate Outsourcing;N/A;selenium;Zdalna;N/A;16800;24000;PLN;
QA Software Engineer with Java;Codibly;N/A;selenium;Zdalna;N/A;20160;23520;PLN;
Remote Mid Test Automation Engineer;Sonel S.A.;N/A;selenium;Zdalna;N/A;8500;13000;PLN;
Remote Test Automation Engineer;Milo Solutions;N/A;selenium;Zdalna;N/A;10000;13500;PLN;
Remote Mid/Senior QA Engineer (AWS);ClearScale;N/A;selenium;Zdalna;N/A;18816;26880;PLN;
Test Automation Engineer;Sollers Consulting;N/A;selenium;Warszawa;"POL
 + 8";11800;18500;PLN;
QA Engineer;NOVOMATIC Technologies Poland S.A.;N/A;selenium;Zdalna;N/A;11900;23700;PLN;
Test Automation Engineer;Hays Poland;N/A;selenium;Zdalna;N/A;23520;26040;PLN;
Remote Test Automation Engineer;Cognitum Services SA;N/A;selenium;Zdalna;N/A;15120;23520;PLN;
Remote QA Engineer;AUTO1 Group;N/A;selenium;Zdalna;N/A;8000;15000;PLN;
Senior Quality Assurance Engineer;Housecall Pro;N/A;selenium;Zdalna;N/A;26216;37139;PLN;
QA Engineer (Test Automation);FRIDAY;N/A;selenium;Warsaw;POL;12000;20000;PLN;
Test Automation Engineer (Java or .NET);Link Group;N/A;selenium;Warszawa;"POL
 + 1";8000;15000;PLN;
Remote Mid Test Automation Engineer;Aspire Systems Poland;N/A;selenium;Zdalna;N/A;12000;16800;PLN;
QA Engineer;Devire;N/A;selenium;Zdalna;N/A;10000;13000;PLN;
Test Automation with GenRocket;System Verification;N/A;selenium;Zdalna;N/A;20000;27000;PLN;
Test Automation Engineer;RMEDISON SP Z O.O.;N/A;selenium;Zdalna;N/A;;;;
Remote Test Automation Engineer;Euvic;N/A;selenium;Zdalna;N/A;18480;23520;PLN;
Test Automation Engineer;Wave;N/A;selenium;Zdalna;N/A;10000;14000;PLN;
Junior Test Automation Engineer;in4ge sp. z o.o.;N/A;selenium;Zdalna;N/A;8000;10000;PLN;
QA Engineer;Devire Sp. z o.o.;N/A;selenium;Zdalna;N/A;15000;21000;PLN;
IT Automata Tesztmérnök;Transpose Kft;N/A;selenium;Budapest;HUN;8799;13827;PLN;
Trainee Test Automation Engineer;AXA Avanssur SA Spółka Akcyjna Oddział II  Polsce;N/A;selenium;Zdalna;N/A;3360;4200;PLN;
Młodszy tester manualny;Storare Sp. z o.o.;N/A;selenium;Zdalna;N/A;4000;8000;PLN;
Remote Test Automation Engineer;Link Group;N/A;selenium;Zdalna;N/A;18000;21500;PLN;
Test Automation Engineer;Viercode;N/A;selenium;Zdalna;N/A;6000;12000;PLN;
Test Automation Engineer;Devqube;N/A;selenium;Zdalna;N/A;15120;18480;PLN;
Test Automation Engineer;TBSCG;N/A;selenium;Wrocław;POL;16000;18000;PLN;
Adept Tester Oprogramowania;SB SOFTWARE Sp. z o.o.;N/A;selenium;Szczecin;POL;3500;4000;PLN;
Młodszy Tester Manualny;IT Fashion Polska Group & Partners Sp. z o.o.;N/A;selenium;Warszawa;POL;6500;7500;PLN;
Junior Test Automation Engineer;Acaisoft Poland sp. z o.o;N/A;selenium;Zdalna;N/A;5000;9000;PLN;
Test Automation Engineer;XUND;N/A;selenium;Budapest;HUN;8799;11313;PLN;
QA Engineer;XTB;N/A;selenium;Zdalna;N/A;4000;7000;PLN;
Senior Application Web Tester;PCMI Corporation;N/A;selenium;Zdalna;N/A;12000;17000;PLN;
Senior Test Automation Engineer in JS;EPAM;N/A;selenium;Zdalna;N/A;11500;17500;PLN;
Java Developer;Sensi Labs Sp. z o.o.;N/A;selenium;Zdalna;N/A;17000;25000;PLN;
IT Test Manager;ProData Consult;N/A;selenium;Gdynia;"POL
 + 1";16800;20160;PLN;
Remote QA Automation Engineer;People Trust Sp. z o.o.;N/A;selenium;Zdalna;N/A;13440;16800;PLN;
Junior Software QA Engineer with Java;Codibly;N/A;selenium;Zdalna;N/A;11760;15120;PLN;
QA Automation Engineer;Railaymen Sp. z o.o.;N/A;selenium;Zdalna;N/A;9000;15000;PLN;
QA Automation Engineer;eobuie.pl;N/A;selenium;Zdalna;N/A;12000;16000;PLN;
Test Automation Engineer;ALTEN Polska;N/A;selenium;Zdalna;N/A;15120;17500;PLN;
TEST AUTOMATION ENGINEER (B2B/UoP);STS S. A.;N/A;selenium;Zdalna;N/A;8000;11000;PLN;
Remote QA Automation Engineer (SDET);ClearScale;N/A;selenium;Zdalna;N/A;29232;40320;PLN;
Lead QA Engineer;Cisco;N/A;selenium;Zdalna;N/A;16000;26000;PLN;
Remote QA Engineer/Software Tester;Shoper S.A;N/A;selenium;Zdalna;N/A;8000;14000;PLN;
Remote QAA Engineer;DataArt Wrocla Sp. z o.o.;N/A;selenium;Zdalna;N/A;16000;23000;PLN;
Test Automation Engineer with Python;System Verification;N/A;selenium;Zdalna;N/A;15000;21000;PLN;
Remote Test Automation Engineer;DahliaMatic Sp. z o.o.;N/A;selenium;Zdalna;N/A;17000;33000;PLN;
Test Automation Engineer;Codahead;N/A;selenium;Zdalna;N/A;11424;18816;PLN;
Java Automation Tester - branża bankowa;Sii Polska;N/A;selenium;Zdalna;N/A;15750;23100;PLN;
Java Test Developer;Sii Polska;N/A;selenium;Zdalna;N/A;12600;23100;PLN;
Senior Automation Tester (Python);AVENGA;N/A;selenium;Zdalna;N/A;15120;18480;PLN;
QA Engineer;Unity Group;N/A;selenium;Zdalna;N/A;8500;12700;PLN;
Java Test Automation Engineer;Solit;N/A;selenium;Zdalna;N/A;12600;16000;PLN;
Remote Tester Manualny;apreel Sp. z o.o.;N/A;selenium;Warszawa;"POL
 + 1";8400;14700;PLN;
Test Automation Engineer with Python;System Verification;N/A;selenium;Zdalna;N/A;15000;24000;PLN;
Junior Tester;YND Technologies;N/A;selenium;Warszawa;POL;4500;6500;PLN;
Solution Delivery Engineer;Amartus Polska Sp. z o.o.;N/A;selenium;Zdalna;N/A;10000;16000;PLN;
Quality Assurance Engineer;Amartus Polska Sp. z o.o.;N/A;selenium;Kraków;POL;10000;13000;PLN;
REMOTE / Test Automation Engineer;Link Group;N/A;selenium;Zdalna;N/A;16000;21000;PLN;
Senior .NET Test Automation Engineer;Pragmile;N/A;selenium;Zdalna;N/A;14000;25200;PLN;
Remote QA Engineer;ING BANK ŚLĄSKI SPÓŁKA AKCYJNA;N/A;selenium;Zdalna;N/A;7500;15000;PLN;
QA Engineer;gravity9;N/A;selenium;Zdalna;N/A;16800;26880;PLN;
Test Automation Engineer;SquareOne;N/A;selenium;Zdalna;N/A;18480;21840;PLN;
Senior Automation QA Engineer (Python);2021.AI;N/A;selenium;Zdalna;N/A;;;;
QA Team Leader;Coinfirm;N/A;selenium;Zdalna;N/A;18000;25000;PLN;
Test Automation Engineer (regular);ProData Consult;N/A;selenium;Zdalna;N/A;18480;23520;PLN;
Senior QA Engineer;Synerise;N/A;selenium;Zdalna;N/A;14000;22000;PLN;
Remote Senior Quality Assurance Engineer;Transition Technologies PSC Sp. z o.o;N/A;selenium;Zdalna;N/A;16800;25200;PLN;
Mid Test Automation Engineer;Acaisoft Poland Sp. z.o.o;N/A;selenium;Zdalna;N/A;11000;18000;PLN;
Quality Assurance Engineer;Grid Dynamics;N/A;selenium;Zdalna;N/A;12000;20500;PLN;
Software Test Analyst;FIS Techlology Services (Poland) Sp. z o.o.;N/A;selenium;Warsaw;POL;7000;10000;PLN;
Lead Test Automation Engineer;EPAM;N/A;selenium;Zdalna;N/A;14000;20500;PLN;
Senior Test Automation Engineer;EPAM;N/A;selenium;Zdalna;N/A;11500;17500;PLN;
Software Engineer;HARMAN Connected Services;N/A;selenium;Łódź;POL;9800;14900;PLN;
Senior QA Engineer;AUTO1 Group;N/A;selenium;Zdalna;N/A;15000;19000;PLN;
Remote QA Automation Engineer;medcase Health;N/A;selenium;Zdalna;N/A;7000;12500;PLN;
Senior Test Automation Developer;Omada;N/A;selenium;Zdalna;N/A;18000;21000;PLN;
Senior Test Automation Engineer;TestArmy Group S.A;N/A;selenium;Zdalna;N/A;15120;21840;PLN;
Test Automation Engineer Python;Sysnet Global Solutions;N/A;selenium;Zdalna;N/A;12000;19000;PLN;
Java QA Engineer - 100% REMOTE;AVENGA;N/A;selenium;Zdalna;N/A;16800;18480;PLN;
Test Automation Engineer / Test Lead;AVENGA;N/A;selenium;Zdalna;N/A;16800;18480;PLN;
Młodszy Tester Automatyzujący;Altkom Softare & Consulting;N/A;selenium;Zdalna;N/A;4500;6000;PLN;
Software Tester;RST Softare Masters;N/A;selenium;Zdalna;N/A;8000;15000;PLN;
Junior QA Engineer;Simply Talented;N/A;selenium;Kraków;POL;5000;10000;PLN;
Junior QA Engineer;Payability;N/A;selenium;Warszawa;"POL
 + 2";4500;7500;PLN;
Senior Software Test Engineer;Akamai;N/A;selenium;Zdalna;N/A;14000;19500;PLN;
Senior QA Automation Engineer;Neubloc Polska Sp. z o.o.;N/A;selenium;Katowice;"POL
 + 2";11000;16000;PLN;
QA Automation Engineer;SpotOn;N/A;selenium;Zdalna;N/A;14000;19000;PLN;
Automation Test Analyst (Java);HL Tech;N/A;selenium;Warsaw;POL;9000;12500;PLN;
Senior QA Engineer;HL Tech;N/A;selenium;Warsaw;POL;17000;22000;PLN;
QA Engineer;Synerise;N/A;selenium;Zdalna;N/A;7000;14000;PLN;
Junior Tester Oprogramowania;Enamor International Sp. z o.o.;N/A;selenium;Warszawa;POL;5000;8500;PLN;
Test Automation Engineer (Mobile);JCommerce Sp z o o;N/A;selenium;Zdalna;N/A;16800;18480;PLN;
Remote QA Automation Specialist;Aareson;N/A;selenium;Zdalna;N/A;10000;19200;PLN;
Junior QA Engineer;Coforge;N/A;selenium;Zdalna;N/A;18900;25200;PLN;
Remote QA Engineer (JS);medcase Health;N/A;selenium;Zdalna;N/A;7000;12500;PLN;
Junior QA Engineer;Coforge;N/A;selenium;Zdalna;N/A;16800;27300;PLN;
QA Engineer;Payability;N/A;selenium;Katowice;"POL
 + 2";10000;15000;PLN;
QA Lead;BOLD;N/A;test automation;Zdalna;N/A;16000;20000;PLN;
Remote Java Engineer;Kontakt.io;N/A;test automation;Zdalna;N/A;20160;30240;PLN;
Remote QA Engineer/Software Tester;Shoper S.A;N/A;test automation;Zdalna;N/A;8000;14000;PLN;
QA Engineer;esky.pl S.A.;N/A;test automation;Zdalna;N/A;14000;18000;PLN;
Junior Backend Developer;Digital Natives;N/A;test automation;Budapest;HUN;4399;6913;PLN;
Test Lead;Infopulse;N/A;test automation;Zdalna;N/A;21840;26880;PLN;
Senior Quality Assurance Engineer;Phoenix Project;N/A;test automation;Zdalna;N/A;12408;20163;PLN;
Node.js Developer;Untitled Kingdom;N/A;test automation;Zdalna;N/A;9100;13100;PLN;
Remote Test Automation Engineer;Milo Solutions;N/A;test automation;Zdalna;N/A;10000;13500;PLN;
Python Test Developer;Solit;N/A;test automation;Zdalna;N/A;8000;14000;PLN;
QA Engineer for Linux/ Android;Ved Softare;N/A;test automation;Warszawa;POL;10920;15960;PLN;
QA Engineer;NOVOMATIC Technologies Poland S.A.;N/A;test automation;Zdalna;N/A;11900;23700;PLN;
Junior Test Automation Developer;CloudFerro;N/A;test automation;Warszawa;POL;5000;8000;PLN;
Quality Assurance Engineer;NetorkedAssets Sp. z o.o.;N/A;test automation;Zdalna;N/A;10000;17000;PLN;
QA Engineer;gravity9;N/A;test automation;Zdalna;N/A;16800;26880;PLN;
Test Automation Engineer;SquareOne;N/A;test automation;Zdalna;N/A;18480;21840;PLN;
Automated Test Engineer;TKH Technology Poland;N/A;test automation;Zdalna;N/A;12000;15000;PLN;
Senior Test Automation Developer;Omada;N/A;test automation;Zdalna;N/A;18000;21000;PLN;
Test Automation Engineer Python;Sysnet Global Solutions;N/A;test automation;Zdalna;N/A;12000;19000;PLN;
Remote Quality Assurance Engineer;Idego Group Sp. z o.o.;N/A;test automation;Zdalna;N/A;;;;
Software Tester;RST Softare Masters;N/A;test automation;Zdalna;N/A;8000;15000;PLN;
Junior Test Automation Engineer;Plenti;N/A;test automation;Gdańsk;POL;8000;10000;PLN;
Test Automation Engineer (Python);Siili;N/A;test automation;Wrocław;"POL
 + 1";13440;19320;PLN;
Automation Test Analyst (Java);HL Tech;N/A;test automation;Warsaw;POL;9000;12500;PLN;
Senior QA Engineer;HL Tech;N/A;test automation;Warsaw;POL;17000;22000;PLN;
Test Automation Engineer;TBSCG;N/A;test automation;Wrocław;POL;16000;18000;PLN;
Junior Tester Oprogramowania;Enamor International Sp. z o.o.;N/A;test automation;Warszawa;POL;5000;8500;PLN;
Junior Monitoring System Developer;Monit24.pl;N/A;test automation;Kraków;"POL
 + 1";4000;8000;PLN;
Mobile Developer (iOS or Android);DAZN;N/A;test automation;Zdalna;N/A;11000;18000;PLN;
QA Engineer;Payability;N/A;test automation;Katowice;"POL
 + 2";10000;15000;PLN;
